Save Time:,7/14/2026 12:59,,,
,,CH1,CH2,
Frequency:,,?,0.693 Hz,
Period:,,?,1.444 S,
SP:,,1000.000 uS,1000.000 uS,
PK-PK:,,6.400 V,3.920 V,
,,,,
Units:(mV),tiempo,buspos,busneg,out
1176,1176000.000us,6240,80,6160
1177,1177000.000us,6240,160,6080
1178,1178000.000us,6240,160,6080
1179,1179000.000us,6160,0,6160
1180,1180000.000us,6240,80,6160
1181,1181000.000us,6240,80,6160
1182,1182000.000us,6240,80,6160
1183,1183000.000us,6240,0,6240
1184,1184000.000us,6240,0,6240
1185,1185000.000us,6240,80,6160
1186,1186000.000us,6320,160,6160
1187,1187000.000us,6160,80,6080
1188,1188000.000us,6160,80,6080
1189,1189000.000us,6160,80,6080
1190,1190000.000us,6240,80,6160
1191,1191000.000us,6160,0,6160
1192,1192000.000us,6240,80,6160
1193,1193000.000us,6240,80,6160
1194,1194000.000us,6240,160,6080
1195,1195000.000us,6160,0,6160
1196,1196000.000us,6240,80,6160
1197,1197000.000us,6240,80,6160
1198,1198000.000us,6240,80,6160
1199,1199000.000us,6240,0,6240
1200,1200000.000us,6240,0,6240
1201,1201000.000us,6240,80,6160
1202,1202000.000us,6240,80,6160
1203,1203000.000us,6160,80,6080
1204,1204000.000us,6240,80,6160
1205,1205000.000us,6240,80,6160
1206,1206000.000us,6320,80,6240
1207,1207000.000us,6160,0,6160
1208,1208000.000us,6240,80,6160
1209,1209000.000us,6240,80,6160
1210,1210000.000us,6240,80,6160
1211,1211000.000us,6160,80,6080
1212,1212000.000us,6240,80,6160
1213,1213000.000us,6240,160,6080
1214,1214000.000us,6240,160,6080
1215,1215000.000us,6160,0,6160
1216,1216000.000us,6240,80,6160
1217,1217000.000us,6240,80,6160
1218,1218000.000us,6240,80,6160
1219,1219000.000us,6160,80,6080
1220,1220000.000us,6240,80,6160
1221,1221000.000us,6240,80,6160
1222,1222000.000us,6240,160,6080
1223,1223000.000us,6160,0,6160
1224,1224000.000us,6240,160,6080
1225,1225000.000us,6240,0,6240
1226,1226000.000us,6240,80,6160
1227,1227000.000us,6160,0,6160
1228,1228000.000us,6240,80,6160
1229,1229000.000us,6240,80,6160
1230,1230000.000us,6320,80,6240
1231,1231000.000us,6240,80,6160
1232,1232000.000us,6240,80,6160
1233,1233000.000us,6240,80,6160
1234,1234000.000us,6240,160,6080
1235,1235000.000us,6160,80,6080
1236,1236000.000us,6240,160,6080
1237,1237000.000us,6320,80,6240
1238,1238000.000us,6320,80,6240
1239,1239000.000us,6240,0,6240
1240,1240000.000us,6240,80,6160
1241,1241000.000us,6240,80,6160
1242,1242000.000us,6240,160,6080
1243,1243000.000us,6160,80,6080
1244,1244000.000us,6240,80,6160
1245,1245000.000us,6160,80,6080
1246,1246000.000us,6240,80,6160
1247,1247000.000us,6160,80,6080
1248,1248000.000us,6240,80,6160
1249,1249000.000us,6240,0,6240
1250,1250000.000us,6240,80,6160
1251,1251000.000us,6160,0,6160
1252,1252000.000us,6240,80,6160
1253,1253000.000us,6320,80,6240
1254,1254000.000us,6320,160,6160
1255,1255000.000us,6160,80,6080
1256,1256000.000us,6240,80,6160
1257,1257000.000us,6240,160,6080
1258,1258000.000us,6320,160,6160
1259,1259000.000us,6240,0,6240
1260,1260000.000us,6240,80,6160
1261,1261000.000us,6160,80,6080
1262,1262000.000us,6240,80,6160
1263,1263000.000us,6160,0,6160
1264,1264000.000us,6240,80,6160
1265,1265000.000us,6240,80,6160
1266,1266000.000us,6320,80,6240
1267,1267000.000us,6240,0,6240
1268,1268000.000us,6240,80,6160
1269,1269000.000us,6240,80,6160
1270,1270000.000us,6320,80,6240
1271,1271000.000us,6160,0,6160
1272,1272000.000us,6240,80,6160
1273,1273000.000us,6240,0,6240
1274,1274000.000us,6240,160,6080
1275,1275000.000us,6160,0,6160
1276,1276000.000us,6240,80,6160
1277,1277000.000us,6240,80,6160
1278,1278000.000us,6320,160,6160
1279,1279000.000us,6160,0,6160
1280,1280000.000us,6240,80,6160
1281,1281000.000us,6160,80,6080
1282,1282000.000us,6240,80,6160
1283,1283000.000us,6160,80,6080
1284,1284000.000us,6160,80,6080
1285,1285000.000us,6240,80,6160
1286,1286000.000us,6240,80,6160
1287,1287000.000us,6160,80,6080
1288,1288000.000us,6240,80,6160
1289,1289000.000us,6240,80,6160
1290,1290000.000us,6240,80,6160
1291,1291000.000us,6160,80,6080
1292,1292000.000us,6160,80,6080
1293,1293000.000us,6240,80,6160
1294,1294000.000us,6320,160,6160
1295,1295000.000us,6240,80,6160
1296,1296000.000us,6240,160,6080
1297,1297000.000us,6240,80,6160
1298,1298000.000us,6240,80,6160
1299,1299000.000us,6160,80,6080
1300,1300000.000us,6240,80,6160
1301,1301000.000us,6240,80,6160
1302,1302000.000us,6240,80,6160
1303,1303000.000us,6160,0,6160
1304,1304000.000us,6240,80,6160
1305,1305000.000us,6240,0,6240
1306,1306000.000us,6240,160,6080
1307,1307000.000us,6160,0,6160
1308,1308000.000us,6240,80,6160
1309,1309000.000us,6240,80,6160
1310,1310000.000us,6320,160,6160
1311,1311000.000us,6160,80,6080
1312,1312000.000us,6240,80,6160
1313,1313000.000us,6240,80,6160
1314,1314000.000us,6320,160,6160
1315,1315000.000us,6240,80,6160
1316,1316000.000us,6240,80,6160
1317,1317000.000us,6240,0,6240
1318,1318000.000us,6240,80,6160
1319,1319000.000us,6160,0,6160
1320,1320000.000us,6240,80,6160
1321,1321000.000us,6240,80,6160
1322,1322000.000us,6320,80,6240
1323,1323000.000us,6160,80,6080
1324,1324000.000us,6320,80,6240
1325,1325000.000us,6240,80,6160
1326,1326000.000us,6240,160,6080
1327,1327000.000us,6160,0,6160
1328,1328000.000us,6240,80,6160
1329,1329000.000us,6240,80,6160
1330,1330000.000us,6240,160,6080
1331,1331000.000us,6160,0,6160
1332,1332000.000us,6160,80,6080
1333,1333000.000us,6240,80,6160
1334,1334000.000us,6240,160,6080
1335,1335000.000us,6240,0,6240
1336,1336000.000us,6240,80,6160
1337,1337000.000us,6320,80,6240
1338,1338000.000us,6320,160,6160
1339,1339000.000us,6080,0,6080
1340,1340000.000us,6160,80,6080
1341,1341000.000us,6240,80,6160
1342,1342000.000us,6240,160,6080
1343,1343000.000us,6160,80,6080
1344,1344000.000us,6240,80,6160
1345,1345000.000us,6240,80,6160
1346,1346000.000us,6240,160,6080
1347,1347000.000us,6240,80,6160
1348,1348000.000us,6240,80,6160
1349,1349000.000us,6240,80,6160
1350,1350000.000us,6240,80,6160
1351,1351000.000us,6160,0,6160
1352,1352000.000us,6240,0,6240
1353,1353000.000us,6160,80,6080
1354,1354000.000us,6320,160,6160
1355,1355000.000us,6160,80,6080
1356,1356000.000us,6240,80,6160
1357,1357000.000us,6160,80,6080
1358,1358000.000us,6240,80,6160
1359,1359000.000us,6160,80,6080
1360,1360000.000us,6240,80,6160
1361,1361000.000us,6320,80,6240
1362,1362000.000us,6320,80,6240
1363,1363000.000us,6160,80,6080
1364,1364000.000us,6240,80,6160
1365,1365000.000us,6160,0,6160
1366,1366000.000us,6240,80,6160
1367,1367000.000us,6160,0,6160
1368,1368000.000us,6160,80,6080
1369,1369000.000us,6240,80,6160
1370,1370000.000us,6240,160,6080
1371,1371000.000us,6240,0,6240
1372,1372000.000us,6240,80,6160
1373,1373000.000us,6240,80,6160
1374,1374000.000us,6240,160,6080
1375,1375000.000us,6160,0,6160
1376,1376000.000us,6160,80,6080
1377,1377000.000us,5920,3280,2640
1378,1378000.000us,5920,3360,2560
1379,1379000.000us,5840,3280,2560
1380,1380000.000us,5840,3280,2560
1381,1381000.000us,5840,3360,2480
1382,1382000.000us,5920,3360,2560
1383,1383000.000us,5840,3280,2560
1384,1384000.000us,5920,3280,2640
1385,1385000.000us,5920,3360,2560
1386,1386000.000us,5920,3360,2560
1387,1387000.000us,5840,3280,2560
1388,1388000.000us,5920,3360,2560
1389,1389000.000us,5920,3360,2560
1390,1390000.000us,6000,3440,2560
1391,1391000.000us,5840,3280,2560
1392,1392000.000us,5920,3360,2560
1393,1393000.000us,5840,3280,2560
1394,1394000.000us,5920,3360,2560
1395,1395000.000us,5840,3280,2560
1396,1396000.000us,5840,3280,2560
1397,1397000.000us,5840,3360,2480
1398,1398000.000us,5920,3360,2560
1399,1399000.000us,5840,3280,2560
1400,1400000.000us,5840,3280,2560
1401,1401000.000us,5840,3280,2560
1402,1402000.000us,5920,3440,2480
1403,1403000.000us,5840,3280,2560
1404,1404000.000us,5920,3440,2480
1405,1405000.000us,6000,3360,2640
1406,1406000.000us,6000,3360,2640
1407,1407000.000us,5840,3280,2560
