Save Time:,7/14/2026 14:49,,
,,CH1,CH2
Frequency:,,2.845 Hz,2.845 Hz
Period:,,351.500 mS,351.500 mS
SP:,,1000.000 uS,1000.000 uS
PK-PK:,,3.600 V,3.520 V
,,,
Units:(mV),,,
2588,2588000.000us,0,80
2589,2589000.000us,80,0
2590,2590000.000us,160,80
2591,2591000.000us,0,0
2592,2592000.000us,80,0
2593,2593000.000us,80,80
2594,2594000.000us,80,80
2595,2595000.000us,0,0
2596,2596000.000us,80,80
2597,2597000.000us,0,80
2598,2598000.000us,80,80
2599,2599000.000us,0,0
2600,2600000.000us,80,0
2601,2601000.000us,80,80
2602,2602000.000us,160,80
2603,2603000.000us,0,0
2604,2604000.000us,80,80
2605,2605000.000us,80,0
2606,2606000.000us,80,80
2607,2607000.000us,0,0
2608,2608000.000us,80,80
2609,2609000.000us,80,0
2610,2610000.000us,80,80
2611,2611000.000us,0,0
2612,2612000.000us,80,0
2613,2613000.000us,80,0
2614,2614000.000us,80,80
2615,2615000.000us,80,0
2616,2616000.000us,80,0
2617,2617000.000us,80,0
2618,2618000.000us,160,80
2619,2619000.000us,0,0
2620,2620000.000us,0,0
2621,2621000.000us,80,80
2622,2622000.000us,80,80
2623,2623000.000us,0,0
2624,2624000.000us,0,0
2625,2625000.000us,80,80
2626,2626000.000us,80,80
2627,2627000.000us,80,-80
2628,2628000.000us,80,80
2629,2629000.000us,80,0
2630,2630000.000us,80,80
2631,2631000.000us,0,0
2632,2632000.000us,80,80
2633,2633000.000us,80,0
2634,2634000.000us,80,80
2635,2635000.000us,0,0
2636,2636000.000us,80,80
2637,2637000.000us,80,0
2638,2638000.000us,80,80
2639,2639000.000us,0,0
2640,2640000.000us,80,0
2641,2641000.000us,0,80
2642,2642000.000us,160,80
2643,2643000.000us,0,0
2644,2644000.000us,80,0
2645,2645000.000us,80,80
2646,2646000.000us,80,80
2647,2647000.000us,0,0
2648,2648000.000us,80,80
2649,2649000.000us,0,80
2650,2650000.000us,80,80
2651,2651000.000us,0,0
2652,2652000.000us,80,0
2653,2653000.000us,0,80
2654,2654000.000us,160,80
2655,2655000.000us,0,-80
2656,2656000.000us,80,-80
2657,2657000.000us,0,80
2658,2658000.000us,160,80
2659,2659000.000us,0,0
2660,2660000.000us,80,80
2661,2661000.000us,80,80
2662,2662000.000us,80,80
2663,2663000.000us,0,-80
2664,2664000.000us,0,0
2665,2665000.000us,80,0
2666,2666000.000us,80,80
2667,2667000.000us,0,0
2668,2668000.000us,80,0
2669,2669000.000us,80,80
2670,2670000.000us,160,80
2671,2671000.000us,80,0
2672,2672000.000us,80,0
2673,2673000.000us,80,0
2674,2674000.000us,80,80
2675,2675000.000us,0,0
2676,2676000.000us,80,80
2677,2677000.000us,80,80
2678,2678000.000us,80,80
2679,2679000.000us,0,-80
2680,2680000.000us,80,80
2681,2681000.000us,80,0
2682,2682000.000us,80,80
2683,2683000.000us,0,-80
2684,2684000.000us,80,80
2685,2685000.000us,0,80
2686,2686000.000us,80,80
2687,2687000.000us,0,0
2688,2688000.000us,80,80
2689,2689000.000us,0,80
2690,2690000.000us,80,80
2691,2691000.000us,0,0
2692,2692000.000us,80,80
2693,2693000.000us,80,80
2694,2694000.000us,80,80
2695,2695000.000us,80,0
2696,2696000.000us,80,0
2697,2697000.000us,160,0
2698,2698000.000us,160,80
2699,2699000.000us,0,0
2700,2700000.000us,80,0
2701,2701000.000us,0,0
2702,2702000.000us,80,80
2703,2703000.000us,0,0
2704,2704000.000us,80,0
2705,2705000.000us,80,0
2706,2706000.000us,80,80
2707,2707000.000us,0,-80
2708,2708000.000us,0,-80
2709,2709000.000us,80,80
2710,2710000.000us,80,80
2711,2711000.000us,80,0
2712,2712000.000us,80,80
2713,2713000.000us,0,80
2714,2714000.000us,80,80
2715,2715000.000us,0,0
2716,2716000.000us,80,0
2717,2717000.000us,80,0
2718,2718000.000us,80,80
2719,2719000.000us,0,0
2720,2720000.000us,0,0
2721,2721000.000us,80,80
2722,2722000.000us,160,80
2723,2723000.000us,0,0
2724,2724000.000us,0,80
2725,2725000.000us,0,80
2726,2726000.000us,160,80
2727,2727000.000us,0,0
2728,2728000.000us,80,0
2729,2729000.000us,80,0
2730,2730000.000us,80,80
2731,2731000.000us,0,0
2732,2732000.000us,80,80
2733,2733000.000us,80,80
2734,2734000.000us,80,80
2735,2735000.000us,0,0
2736,2736000.000us,80,0
2737,2737000.000us,80,80
2738,2738000.000us,80,80
2739,2739000.000us,0,0
2740,2740000.000us,80,0
2741,2741000.000us,80,80
2742,2742000.000us,160,80
2743,2743000.000us,0,0
2744,2744000.000us,80,0
2745,2745000.000us,80,80
2746,2746000.000us,160,80
2747,2747000.000us,80,0
2748,2748000.000us,80,80
2749,2749000.000us,80,0
2750,2750000.000us,160,80
2751,2751000.000us,0,0
2752,2752000.000us,80,80
2753,2753000.000us,80,0
2754,2754000.000us,80,80
2755,2755000.000us,0,0
2756,2756000.000us,80,0
2757,2757000.000us,80,0
2758,2758000.000us,160,80
2759,2759000.000us,0,0
2760,2760000.000us,80,0
2761,2761000.000us,160,80
2762,2762000.000us,160,80
2763,2763000.000us,0,-80
2764,2764000.000us,80,80
2765,2765000.000us,80,80
2766,2766000.000us,160,80
2767,2767000.000us,0,0
2768,2768000.000us,80,0
2769,2769000.000us,80,0
2770,2770000.000us,80,160
2771,2771000.000us,0,0
2772,2772000.000us,80,80
2773,2773000.000us,80,0
2774,2774000.000us,80,80
2775,2775000.000us,0,0
2776,2776000.000us,80,0
2777,2777000.000us,160,0
2778,2778000.000us,160,80
2779,2779000.000us,0,0
2780,2780000.000us,80,80
2781,2781000.000us,80,80
2782,2782000.000us,160,80
2783,2783000.000us,0,0
2784,2784000.000us,80,0
2785,2785000.000us,80,0
2786,2786000.000us,80,80
2787,2787000.000us,0,0
2788,2788000.000us,80,0
2789,2789000.000us,0,80
2790,2790000.000us,160,160
2791,2791000.000us,0,0
2792,2792000.000us,80,80
2793,2793000.000us,0,0
2794,2794000.000us,80,80
2795,2795000.000us,0,0
2796,2796000.000us,80,80
2797,2797000.000us,80,0
2798,2798000.000us,160,80
2799,2799000.000us,0,0
2800,2800000.000us,80,80
2801,2801000.000us,80,80
2802,2802000.000us,80,80
2803,2803000.000us,0,0
2804,2804000.000us,80,0
2805,2805000.000us,80,80
2806,2806000.000us,80,80
2807,2807000.000us,0,0
2808,2808000.000us,80,80
2809,2809000.000us,0,0
2810,2810000.000us,80,80
2811,2811000.000us,0,0
2812,2812000.000us,80,0
2813,2813000.000us,80,80
2814,2814000.000us,80,80
2815,2815000.000us,0,0
2816,2816000.000us,80,0
2817,2817000.000us,0,0
2818,2818000.000us,80,80
2819,2819000.000us,0,-80
2820,2820000.000us,80,0
2821,2821000.000us,80,80
2822,2822000.000us,160,80
2823,2823000.000us,0,0
2824,2824000.000us,80,0
2825,2825000.000us,80,0
2826,2826000.000us,80,80
2827,2827000.000us,0,0
2828,2828000.000us,80,80
2829,2829000.000us,80,80
2830,2830000.000us,160,3440
2831,2831000.000us,80,0
2832,2832000.000us,80,3360
2833,2833000.000us,80,80
2834,2834000.000us,160,80
2835,2835000.000us,0,0
2836,2836000.000us,80,0
2837,2837000.000us,80,0
2838,2838000.000us,80,80
2839,2839000.000us,0,0
2840,2840000.000us,80,80
2841,2841000.000us,80,0
2842,2842000.000us,160,80
2843,2843000.000us,0,0
2844,2844000.000us,160,80
2845,2845000.000us,80,80
2846,2846000.000us,80,80
2847,2847000.000us,0,0
2848,2848000.000us,0,80
2849,2849000.000us,80,0
2850,2850000.000us,80,80
2851,2851000.000us,0,0
2852,2852000.000us,80,0
2853,2853000.000us,80,80
2854,2854000.000us,160,80
2855,2855000.000us,0,0
2856,2856000.000us,160,80
2857,2857000.000us,80,80
2858,2858000.000us,80,80
2859,2859000.000us,80,0
2860,2860000.000us,80,0
2861,2861000.000us,80,80
2862,2862000.000us,80,80
2863,2863000.000us,80,0
2864,2864000.000us,80,80
2865,2865000.000us,80,0
2866,2866000.000us,80,80
2867,2867000.000us,0,-80
2868,2868000.000us,80,80
2869,2869000.000us,80,80
2870,2870000.000us,80,80
2871,2871000.000us,0,0
2872,2872000.000us,80,0
2873,2873000.000us,80,0
2874,2874000.000us,3440,80
2875,2875000.000us,80,0
2876,2876000.000us,3440,0
2877,2877000.000us,3440,0
2878,2878000.000us,3440,80
2879,2879000.000us,3360,0
2880,2880000.000us,3440,80
2881,2881000.000us,3520,80
2882,2882000.000us,3520,3440
2883,2883000.000us,3440,0
2884,2884000.000us,3440,3360
2885,2885000.000us,3440,3440
2886,2886000.000us,3440,3440
2887,2887000.000us,3440,0
2888,2888000.000us,3440,80
2889,2889000.000us,3440,0
2890,2890000.000us,3520,80
2891,2891000.000us,3440,0
2892,2892000.000us,3440,80
2893,2893000.000us,3440,0
2894,2894000.000us,3520,80
2895,2895000.000us,3360,0
2896,2896000.000us,3440,80
2897,2897000.000us,3520,80
2898,2898000.000us,3520,80
2899,2899000.000us,3360,0
2900,2900000.000us,3440,80
2901,2901000.000us,3440,80
2902,2902000.000us,3520,80
2903,2903000.000us,3440,0
2904,2904000.000us,3440,80
2905,2905000.000us,3440,0
2906,2906000.000us,3520,80
2907,2907000.000us,3440,0
2908,2908000.000us,3520,80
2909,2909000.000us,3440,80
2910,2910000.000us,3520,80
2911,2911000.000us,3360,0
2912,2912000.000us,3440,0
2913,2913000.000us,3440,0
2914,2914000.000us,3520,80
2915,2915000.000us,3360,0
2916,2916000.000us,3440,0
2917,2917000.000us,3440,80
2918,2918000.000us,3520,80
2919,2919000.000us,3360,0
2920,2920000.000us,3440,0
2921,2921000.000us,3440,0
2922,2922000.000us,3440,80
2923,2923000.000us,3360,0
2924,2924000.000us,3360,0
2925,2925000.000us,3520,0
2926,2926000.000us,3520,80
2927,2927000.000us,3440,-80
2928,2928000.000us,3440,80
2929,2929000.000us,3440,0
2930,2930000.000us,3520,80
2931,2931000.000us,3440,0
2932,2932000.000us,3440,80
2933,2933000.000us,3440,80
2934,2934000.000us,3520,80
2935,2935000.000us,3360,0
2936,2936000.000us,3440,0
2937,2937000.000us,3440,80
2938,2938000.000us,3520,80
2939,2939000.000us,3360,0
2940,2940000.000us,3440,80
2941,2941000.000us,3360,80
2942,2942000.000us,3440,80
2943,2943000.000us,3360,0
2944,2944000.000us,3440,0
2945,2945000.000us,3360,0
2946,2946000.000us,3520,80
2947,2947000.000us,3360,0
2948,2948000.000us,3440,0
2949,2949000.000us,3440,80
2950,2950000.000us,3520,80
2951,2951000.000us,3360,0
2952,2952000.000us,3440,80
2953,2953000.000us,3440,0
2954,2954000.000us,3440,80
2955,2955000.000us,3360,0
2956,2956000.000us,3440,80
2957,2957000.000us,3440,0
2958,2958000.000us,3520,80
2959,2959000.000us,3360,0
2960,2960000.000us,3360,80
2961,2961000.000us,3440,0
2962,2962000.000us,3520,80
2963,2963000.000us,3360,0
2964,2964000.000us,3360,0
2965,2965000.000us,3440,80
2966,2966000.000us,3520,80
2967,2967000.000us,3360,-80
2968,2968000.000us,3520,80
2969,2969000.000us,3440,0
2970,2970000.000us,3440,80
2971,2971000.000us,3360,0
2972,2972000.000us,3440,80
2973,2973000.000us,3440,80
2974,2974000.000us,3520,80
2975,2975000.000us,3440,0
2976,2976000.000us,3520,0
2977,2977000.000us,3440,80
2978,2978000.000us,3440,80
2979,2979000.000us,3440,0
2980,2980000.000us,3440,0
2981,2981000.000us,3520,0
2982,2982000.000us,3520,80
2983,2983000.000us,3360,0
2984,2984000.000us,3440,80
2985,2985000.000us,3440,80
2986,2986000.000us,3440,80
2987,2987000.000us,3440,0
2988,2988000.000us,3440,0
2989,2989000.000us,3440,0
2990,2990000.000us,3440,80
2991,2991000.000us,3360,-80
2992,2992000.000us,3440,80
2993,2993000.000us,3440,-80
2994,2994000.000us,3520,80
2995,2995000.000us,3360,-80
2996,2996000.000us,3520,0
2997,2997000.000us,3440,80
2998,2998000.000us,3520,80
2999,2999000.000us,3360,0
3000,3000000.000us,3440,80
3001,3001000.000us,3440,0
3002,3002000.000us,3520,80
3003,3003000.000us,3360,0
3004,3004000.000us,3520,80
3005,3005000.000us,3440,0
3006,3006000.000us,3440,80
3007,3007000.000us,3440,0
3008,3008000.000us,3440,0
3009,3009000.000us,3520,80
3010,3010000.000us,3520,80
3011,3011000.000us,3360,0
3012,3012000.000us,3440,80
3013,3013000.000us,3440,0
3014,3014000.000us,3520,80
3015,3015000.000us,3360,0
3016,3016000.000us,3360,80
3017,3017000.000us,3360,80
3018,3018000.000us,3520,80
3019,3019000.000us,3360,0
3020,3020000.000us,3440,80
3021,3021000.000us,3440,0
3022,3022000.000us,3520,80
3023,3023000.000us,3360,0
3024,3024000.000us,3440,0
3025,3025000.000us,3440,0
3026,3026000.000us,3440,80
3027,3027000.000us,3360,0
3028,3028000.000us,3360,0
3029,3029000.000us,3440,0
3030,3030000.000us,3520,80
3031,3031000.000us,3360,0
3032,3032000.000us,3440,0
