time	V(out_pos,out_neg)	I(R1)	I(Vcell12)
Step Information: Rtierra=1K  (Step: 1/3)
1.322273817609324e-02	3.299690e+00	7.962068e-06	-7.928297e-06
1.323273817609324e-02	3.299689e+00	7.961995e-06	-8.515886e-06
1.324273817609324e-02	3.299689e+00	7.961925e-06	-7.927991e-06
1.325273817609324e-02	3.299689e+00	7.961857e-06	-8.516126e-06
1.326273817609324e-02	3.299689e+00	7.961789e-06	-7.927686e-06
1.327273817609324e-02	3.299689e+00	7.961725e-06	-8.516367e-06
1.328273817609324e-02	3.299689e+00	7.961662e-06	-7.927382e-06
1.329273817609324e-02	3.299689e+00	7.961600e-06	-8.516609e-06
1.330273817609324e-02	3.299689e+00	7.961540e-06	-7.927080e-06
1.331273817609324e-02	3.299689e+00	7.961482e-06	-8.516852e-06
1.332273817609324e-02	3.299689e+00	7.961425e-06	-7.926780e-06
1.333273817609324e-02	3.299689e+00	7.961369e-06	-8.517097e-06
1.334273817609324e-02	3.299689e+00	7.961316e-06	-7.926481e-06
1.335273817609324e-02	3.299689e+00	7.961264e-06	-8.517341e-06
1.336273817609324e-02	3.299689e+00	7.961212e-06	-7.926183e-06
1.337273817609324e-02	3.299689e+00	7.961162e-06	-8.517588e-06
1.338273817609324e-02	3.299689e+00	7.961114e-06	-7.925886e-06
1.339273817609324e-02	3.299689e+00	7.961066e-06	-8.517834e-06
1.340273817609324e-02	3.299689e+00	7.961020e-06	-7.925591e-06
1.341273817609324e-02	3.299689e+00	7.960975e-06	-8.518082e-06
1.342273817609324e-02	3.299689e+00	7.960932e-06	-7.925297e-06
1.343273817609324e-02	3.299689e+00	7.960889e-06	-8.518330e-06
1.344273817609324e-02	3.299689e+00	7.960847e-06	-7.925004e-06
1.345273817609324e-02	3.299689e+00	7.960807e-06	-8.518578e-06
1.346273817609324e-02	3.299689e+00	7.960768e-06	-7.924712e-06
1.347273817609324e-02	3.299689e+00	7.960730e-06	-8.518829e-06
1.348273817609324e-02	3.299689e+00	7.960693e-06	-7.924422e-06
1.349273817609324e-02	3.299689e+00	7.960655e-06	-8.519079e-06
1.350273817609324e-02	3.299689e+00	7.960620e-06	-7.924132e-06
1.351273817609324e-02	3.299689e+00	7.960585e-06	-8.519329e-06
1.352273817609324e-02	3.299689e+00	7.960552e-06	-7.923843e-06
1.353273817609324e-02	3.299689e+00	7.960519e-06	-8.519580e-06
1.354273817609324e-02	3.299689e+00	7.960487e-06	-7.923555e-06
1.355273817609324e-02	3.299689e+00	7.960455e-06	-8.519832e-06
1.356273817609324e-02	3.299689e+00	7.960425e-06	-7.923269e-06
1.357273817609324e-02	3.299689e+00	7.960395e-06	-8.520084e-06
1.358273817609324e-02	3.299689e+00	7.960366e-06	-7.922982e-06
1.359273817609324e-02	3.299689e+00	7.960338e-06	-8.520336e-06
1.360273817609324e-02	3.299689e+00	7.960311e-06	-7.922697e-06
1.361273817609324e-02	3.299689e+00	7.960283e-06	-8.520589e-06
1.362273817609324e-02	3.299689e+00	7.960258e-06	-7.922413e-06
1.363273817609324e-02	3.299689e+00	7.960232e-06	-8.520843e-06
1.364273817609324e-02	3.299689e+00	7.960207e-06	-7.922129e-06
1.365273817609324e-02	3.299689e+00	7.960183e-06	-8.521096e-06
1.366273817609324e-02	3.299689e+00	7.960160e-06	-7.921846e-06
1.367273817609324e-02	3.299689e+00	7.960136e-06	-8.521351e-06
1.368273817609324e-02	3.299689e+00	7.960113e-06	-7.921564e-06
1.369273817609324e-02	3.299689e+00	7.960091e-06	-8.521604e-06
1.370273817609324e-02	3.299689e+00	7.960070e-06	-7.921283e-06
1.371273817609324e-02	3.299689e+00	7.960050e-06	-8.521859e-06
1.372273817609324e-02	3.299689e+00	7.960029e-06	-7.921003e-06
1.373273817609324e-02	3.299689e+00	7.960009e-06	-8.522115e-06
1.374273817609324e-02	3.299689e+00	7.959989e-06	-7.920723e-06
1.375273817609324e-02	3.299689e+00	7.959970e-06	-8.522369e-06
1.376273817609324e-02	3.299689e+00	7.959952e-06	-7.920444e-06
1.377273817609324e-02	3.299689e+00	7.959934e-06	-8.522625e-06
1.378273817609324e-02	3.299689e+00	7.959917e-06	-7.920165e-06
1.379273817609324e-02	3.299689e+00	7.959899e-06	-8.522880e-06
1.380273817609324e-02	3.299689e+00	7.959883e-06	-7.919887e-06
1.381273817609324e-02	3.299689e+00	7.959867e-06	-8.523136e-06
1.382273817609324e-02	3.299689e+00	7.959850e-06	-7.919610e-06
