Save Time:,2026-05-11 12:52:02,,,
,,CH1,CH2,
Frequency:,,?,?,
Period:,,?,?,
SP:,,500.000 uS,500.000 uS,
PK-PK:,,3.720 V,3.960 V,
,,,,
Units:(mV),Tiempo,S,G,VGS
2305,1152000.000us,2960,3240,280
2306,1152500.000us,3000,3240,240
2307,1153000.000us,3040,3280,240
2308,1153500.000us,2960,3240,280
2309,1154000.000us,3040,3280,240
2310,1154500.000us,3000,3240,240
2311,1155000.000us,3040,3320,280
2312,1155500.000us,3000,3240,240
2313,1156000.000us,3040,3320,280
2314,1156500.000us,3040,3280,240
2315,1157000.000us,3120,3360,240
2316,1157500.000us,3040,3280,240
2317,1158000.000us,3080,3360,280
2318,1158500.000us,3080,3360,280
2319,1159000.000us,3360,3560,200
2320,1159500.000us,3080,3320,240
2321,1160000.000us,3360,3560,200
2322,1160500.000us,3360,3640,280
2323,1161000.000us,3680,3920,240
2324,1161500.000us,3360,3640,280
2325,1162000.000us,3680,3920,240
2326,1162500.000us,3680,3920,240
2327,1163000.000us,3720,3960,240
2328,1163500.000us,3560,3840,280
2329,1164000.000us,3560,3840,280
2330,1164500.000us,3600,3800,200
2331,1165000.000us,3600,3800,200
2332,1165500.000us,3240,3480,240
2333,1166000.000us,3240,3480,240
2334,1166500.000us,3200,3400,200
2335,1167000.000us,3200,3400,200
2336,1167500.000us,2960,3240,280
2337,1168000.000us,3000,3240,240
2338,1168500.000us,3000,3240,240
2339,1169000.000us,3040,3280,240
2340,1169500.000us,2960,3200,240
2341,1170000.000us,3040,3240,200
2342,1170500.000us,3000,3240,240
2343,1171000.000us,3000,3240,240
2344,1171500.000us,2960,3200,240
2345,1172000.000us,3000,3240,240
2346,1172500.000us,3000,3240,240
2347,1173000.000us,3040,3280,240
2348,1173500.000us,2960,3200,240
2349,1174000.000us,3000,3240,240
2350,1174500.000us,3040,3280,240
2351,1175000.000us,3040,3320,280
2352,1175500.000us,3000,3240,240
2353,1176000.000us,3040,3320,280
2354,1176500.000us,3040,3280,240
2355,1177000.000us,3080,3360,280
2356,1177500.000us,3040,3280,240
2357,1178000.000us,3080,3320,240
2358,1178500.000us,3120,3320,200
2359,1179000.000us,3360,3600,240
2360,1179500.000us,3080,3320,240
2361,1180000.000us,3360,3600,240
2362,1180500.000us,3400,3640,240
2363,1181000.000us,3680,3920,240
2364,1181500.000us,3400,3640,240
2365,1182000.000us,3680,3920,240
2366,1182500.000us,3680,3920,240
2367,1183000.000us,3680,3960,280
2368,1183500.000us,3600,3800,200
2369,1184000.000us,3600,3800,200
2370,1184500.000us,3600,3800,200
2371,1185000.000us,3600,3800,200
2372,1185500.000us,3240,3480,240
2373,1186000.000us,3240,3480,240
2374,1186500.000us,3200,3400,200
2375,1187000.000us,3200,3400,200
2376,1187500.000us,2960,3240,280
2377,1188000.000us,3000,3240,240
2378,1188500.000us,3000,3240,240
2379,1189000.000us,3000,3280,280
2380,1189500.000us,2960,3200,240
2381,1190000.000us,2960,3240,280
2382,1190500.000us,2960,3240,280
2383,1191000.000us,3000,3280,280
2384,1191500.000us,2960,3240,280
2385,1192000.000us,3000,3240,240
2386,1192500.000us,3000,3240,240
2387,1193000.000us,3040,3280,240
2388,1193500.000us,3000,3240,240
2389,1194000.000us,3040,3280,240
2390,1194500.000us,3040,3280,240
2391,1195000.000us,3080,3320,240
2392,1195500.000us,3000,3240,240
2393,1196000.000us,3000,3280,280
2394,1196500.000us,3040,3280,240
2395,1197000.000us,3120,3360,240
2396,1197500.000us,3040,3280,240
2397,1198000.000us,3120,3320,200
2398,1198500.000us,3080,3360,280
2399,1199000.000us,3360,3600,240
2400,1199500.000us,3080,3360,280
2401,1200000.000us,3360,3600,240
2402,1200500.000us,3400,3600,200
2403,1201000.000us,3680,3920,240
2404,1201500.000us,3400,3600,200
2405,1202000.000us,3640,3920,280
2406,1202500.000us,3680,3880,200
2407,1203000.000us,3720,3920,200
2408,1203500.000us,3560,3800,240
2409,1204000.000us,3560,3800,240
2410,1204500.000us,3520,3840,320
2411,1205000.000us,3560,3840,280
2412,1205500.000us,3240,3480,240
2413,1206000.000us,3240,3480,240
2414,1206500.000us,3200,3440,240
2415,1207000.000us,3200,3440,240
2416,1207500.000us,2960,3200,240
2417,1208000.000us,3000,3200,200
2418,1208500.000us,3000,3240,240
2419,1209000.000us,3040,3280,240
2420,1209500.000us,2960,3240,280
2421,1210000.000us,3000,3280,280
2422,1210500.000us,2960,3240,280
2423,1211000.000us,3000,3240,240
2424,1211500.000us,2960,3200,240
2425,1212000.000us,3000,3240,240
2426,1212500.000us,3040,3280,240
2427,1213000.000us,3040,3320,280
2428,1213500.000us,2960,3200,240
2429,1214000.000us,3040,3320,280
2430,1214500.000us,3000,3240,240
2431,1215000.000us,3080,3320,240
2432,1215500.000us,3000,3240,240
2433,1216000.000us,3040,3320,280
2434,1216500.000us,3040,3240,200
2435,1217000.000us,3120,3360,240
2436,1217500.000us,3040,3240,200
2437,1218000.000us,3080,3360,280
2438,1218500.000us,3120,3360,240
2439,1219000.000us,3360,3600,240
2440,1219500.000us,3120,3320,200
2441,1220000.000us,3360,3600,240
2442,1220500.000us,3360,3640,280
2443,1221000.000us,3680,3920,240
2444,1221500.000us,3360,3640,280
2445,1222000.000us,3680,3920,240
2446,1222500.000us,3680,3920,240
2447,1223000.000us,3680,3960,280
2448,1223500.000us,3600,3800,200
2449,1224000.000us,3600,3800,200
2450,1224500.000us,3560,3800,240
2451,1225000.000us,3560,3800,240
2452,1225500.000us,3200,3480,280
2453,1226000.000us,3200,3480,280
2454,1226500.000us,3200,3440,240
2455,1227000.000us,3200,3440,240
2456,1227500.000us,2960,3200,240
2457,1228000.000us,3000,3240,240
2458,1228500.000us,2960,3240,280
2459,1229000.000us,3040,3280,240
2460,1229500.000us,2960,3200,240
2461,1230000.000us,3000,3200,200
2462,1230500.000us,2960,3200,240
2463,1231000.000us,3000,3280,280
2464,1231500.000us,2960,3200,240
2465,1232000.000us,3000,3280,280
2466,1232500.000us,2960,3240,280
2467,1233000.000us,3040,3320,280
2468,1233500.000us,2960,3240,280
2469,1234000.000us,3040,3240,200
2470,1234500.000us,3000,3280,280
2471,1235000.000us,3080,3320,240
2472,1235500.000us,3000,3240,240
2473,1236000.000us,3040,3240,200
2474,1236500.000us,3040,3280,240
2475,1237000.000us,3120,3360,240
2476,1237500.000us,3040,3280,240
2477,1238000.000us,3120,3360,240
2478,1238500.000us,3080,3320,240
2479,1239000.000us,3360,3600,240
2480,1239500.000us,3080,3320,240
2481,1240000.000us,3360,3600,240
2482,1240500.000us,3400,3600,200
2483,1241000.000us,3680,3920,240
2484,1241500.000us,3400,3600,200
2485,1242000.000us,3680,3920,240
2486,1242500.000us,3640,3880,240
2487,1243000.000us,3680,3960,280
2488,1243500.000us,3600,3840,240
2489,1244000.000us,3600,3840,240
2490,1244500.000us,3560,3800,240
2491,1245000.000us,3560,3800,240
2492,1245500.000us,3240,3480,240
2493,1246000.000us,3240,3480,240
2494,1246500.000us,3200,3440,240
2495,1247000.000us,3200,3440,240
2496,1247500.000us,2960,3240,280
2497,1248000.000us,2960,3240,280
2498,1248500.000us,2960,3200,240
2499,1249000.000us,3000,3240,240
2500,1249500.000us,2960,3200,240
2501,1250000.000us,3000,3240,240
2502,1250500.000us,3000,3240,240
2503,1251000.000us,3000,3240,240
2504,1251500.000us,2960,3200,240
2505,1252000.000us,3000,3240,240
2506,1252500.000us,2960,3240,280
2507,1253000.000us,3040,3280,240
2508,1253500.000us,2960,3240,280
2509,1254000.000us,3040,3280,240
2510,1254500.000us,3000,3240,240
2511,1255000.000us,3040,3320,280
2512,1255500.000us,3000,3240,240
2513,1256000.000us,3040,3280,240
2514,1256500.000us,3040,3320,280
2515,1257000.000us,3120,3360,240
2516,1257500.000us,3000,3280,280
2517,1258000.000us,3120,3320,200
2518,1258500.000us,3080,3320,240
2519,1259000.000us,3320,3600,280
2520,1259500.000us,3080,3320,240
2521,1260000.000us,3320,3600,280
2522,1260500.000us,3360,3600,240
2523,1261000.000us,3680,3920,240
2524,1261500.000us,3360,3600,240
2525,1262000.000us,3680,3920,240
2526,1262500.000us,3680,3920,240
2527,1263000.000us,3680,3920,240
2528,1263500.000us,3600,3840,240
2529,1264000.000us,3600,3840,240
2530,1264500.000us,3560,3800,240
2531,1265000.000us,3560,3800,240
2532,1265500.000us,3240,3480,240
2533,1266000.000us,3240,3480,240
2534,1266500.000us,3200,3440,240
2535,1267000.000us,3200,3440,240
2536,1267500.000us,3000,3240,240
2537,1268000.000us,3000,3240,240
2538,1268500.000us,3000,3240,240
2539,1269000.000us,3000,3280,280
2540,1269500.000us,2960,3200,240
2541,1270000.000us,3000,3240,240
2542,1270500.000us,3000,3240,240
2543,1271000.000us,3040,3240,200
2544,1271500.000us,2960,3200,240
2545,1272000.000us,3040,3240,200
2546,1272500.000us,3000,3280,280
2547,1273000.000us,3040,3280,240
2548,1273500.000us,2960,3240,280
2549,1274000.000us,3040,3280,240
2550,1274500.000us,3040,3280,240
2551,1275000.000us,3080,3320,240
2552,1275500.000us,3000,3240,240
2553,1276000.000us,3080,3280,200
2554,1276500.000us,3080,3280,200
2555,1277000.000us,3080,3360,280
2556,1277500.000us,3040,3280,240
2557,1278000.000us,3080,3360,280
2558,1278500.000us,3120,3320,200
2559,1279000.000us,3360,3600,240
2560,1279500.000us,3080,3320,240
2561,1280000.000us,3360,3600,240
2562,1280500.000us,3440,3640,200
2563,1281000.000us,3680,3920,240
2564,1281500.000us,3440,3640,200
2565,1282000.000us,3680,3880,200
2566,1282500.000us,3640,3880,240
2567,1283000.000us,3680,3920,240
2568,1283500.000us,3520,3840,320
2569,1284000.000us,3520,3840,320
2570,1284500.000us,3560,3800,240
2571,1285000.000us,3560,3800,240
2572,1285500.000us,3240,3480,240
2573,1286000.000us,3240,3480,240
2574,1286500.000us,3200,3440,240
2575,1287000.000us,3200,3440,240
2576,1287500.000us,2960,3240,280
2577,1288000.000us,2960,3240,280
2578,1288500.000us,3000,3280,280
2579,1289000.000us,3000,3280,280
2580,1289500.000us,2960,3240,280
2581,1290000.000us,3000,3240,240
2582,1290500.000us,3000,3200,200
2583,1291000.000us,3000,3240,240
2584,1291500.000us,2960,3200,240
2585,1292000.000us,3000,3240,240
2586,1292500.000us,3000,3240,240
2587,1293000.000us,3040,3280,240
2588,1293500.000us,2960,3240,280
2589,1294000.000us,3040,3280,240
2590,1294500.000us,3000,3280,280
2591,1295000.000us,3040,3320,280
2592,1295500.000us,3000,3240,240
2593,1296000.000us,3040,3320,280
2594,1296500.000us,3000,3240,240
2595,1297000.000us,3080,3360,280
2596,1297500.000us,3000,3240,240
2597,1298000.000us,3080,3360,280
2598,1298500.000us,3120,3320,200
2599,1299000.000us,3360,3600,240
2600,1299500.000us,3080,3320,240
2601,1300000.000us,3360,3600,240
2602,1300500.000us,3360,3640,280
2603,1301000.000us,3680,3920,240
2604,1301500.000us,3360,3640,280
2605,1302000.000us,3680,3920,240
2606,1302500.000us,3640,3880,240
2607,1303000.000us,3680,3920,240
2608,1303500.000us,3600,3840,240
2609,1304000.000us,3600,3840,240
2610,1304500.000us,3600,3800,200
2611,1305000.000us,3600,3800,200
2612,1305500.000us,3200,3480,280
2613,1306000.000us,3200,3480,280
2614,1306500.000us,3200,3400,200
2615,1307000.000us,3200,3400,200
2616,1307500.000us,2960,3200,240
2617,1308000.000us,3000,3240,240
2618,1308500.000us,3000,3240,240
2619,1309000.000us,3000,3280,280
2620,1309500.000us,2960,3200,240
2621,1310000.000us,2960,3200,240
2622,1310500.000us,2960,3200,240
2623,1311000.000us,3000,3280,280
2624,1311500.000us,2960,3200,240
2625,1312000.000us,3000,3240,240
2626,1312500.000us,3000,3240,240
2627,1313000.000us,3040,3280,240
2628,1313500.000us,2960,3200,240
2629,1314000.000us,3000,3240,240
2630,1314500.000us,3040,3280,240
2631,1315000.000us,3040,3320,280
2632,1315500.000us,3000,3240,240
2633,1316000.000us,3040,3280,240
2634,1316500.000us,3040,3280,240
2635,1317000.000us,3120,3360,240
2636,1317500.000us,3000,3280,280
2637,1318000.000us,3080,3360,280
2638,1318500.000us,3120,3320,200
2639,1319000.000us,3360,3600,240
2640,1319500.000us,3080,3320,240
2641,1320000.000us,3360,3600,240
2642,1320500.000us,3360,3640,280
2643,1321000.000us,3680,3920,240
2644,1321500.000us,3360,3640,280
2645,1322000.000us,3680,3920,240
2646,1322500.000us,3680,3920,240
2647,1323000.000us,3680,3960,280
2648,1323500.000us,3560,3840,280
2649,1324000.000us,3600,3840,240
2650,1324500.000us,3560,3840,280
2651,1325000.000us,3560,3840,280
2652,1325500.000us,3200,3480,280
2653,1326000.000us,3200,3480,280
2654,1326500.000us,3200,3480,280
2655,1327000.000us,3200,3480,280
2656,1327500.000us,2960,3240,280
2657,1328000.000us,3000,3240,240
2658,1328500.000us,3000,3240,240
2659,1329000.000us,3000,3280,280
2660,1329500.000us,2960,3240,280
2661,1330000.000us,2960,3240,280
2662,1330500.000us,2960,3240,280
2663,1331000.000us,3000,3280,280
2664,1331500.000us,2960,3200,240
2665,1332000.000us,2960,3240,280
2666,1332500.000us,3000,3240,240
2667,1333000.000us,3040,3280,240
2668,1333500.000us,2960,3240,280
2669,1334000.000us,3000,3280,280
2670,1334500.000us,3000,3280,280
2671,1335000.000us,3080,3320,240
2672,1335500.000us,3000,3240,240
2673,1336000.000us,3040,3320,280
2674,1336500.000us,3040,3320,280
2675,1337000.000us,3080,3360,280
2676,1337500.000us,3000,3280,280
2677,1338000.000us,3080,3360,280
2678,1338500.000us,3120,3320,200
2679,1339000.000us,3320,3560,240
2680,1339500.000us,3120,3320,200
2681,1340000.000us,3320,3560,240
2682,1340500.000us,3360,3640,280
2683,1341000.000us,3640,3880,240
2684,1341500.000us,3360,3640,280
2685,1342000.000us,3640,3880,240
2686,1342500.000us,3680,3920,240
2687,1343000.000us,3680,3960,280
2688,1343500.000us,3560,3840,280
2689,1344000.000us,3560,3840,280
2690,1344500.000us,3560,3800,240
2691,1345000.000us,3560,3800,240
2692,1345500.000us,3240,3480,240
2693,1346000.000us,3240,3480,240
2694,1346500.000us,3160,3480,320
2695,1347000.000us,3160,3480,320
2696,1347500.000us,3000,3240,240
2697,1348000.000us,3000,3240,240
2698,1348500.000us,3040,3280,240
2699,1349000.000us,3040,3280,240
2700,1349500.000us,2960,3200,240
2701,1350000.000us,2960,3240,280
2702,1350500.000us,2960,3240,280
2703,1351000.000us,3000,3280,280
2704,1351500.000us,2960,3200,240
2705,1352000.000us,3000,3280,280
2706,1352500.000us,2960,3200,240
2707,1353000.000us,3040,3280,240
2708,1353500.000us,2960,3200,240
2709,1354000.000us,3000,3240,240
2710,1354500.000us,3000,3240,240
2711,1355000.000us,3040,3280,240
2712,1355500.000us,2960,3240,280
2713,1356000.000us,3040,3240,200
2714,1356500.000us,3040,3320,280
2715,1357000.000us,3120,3320,200
2716,1357500.000us,3040,3280,240
2717,1358000.000us,3080,3320,240
2718,1358500.000us,3120,3360,240
2719,1359000.000us,3320,3600,280
2720,1359500.000us,3080,3360,280
2721,1360000.000us,3320,3600,280
2722,1360500.000us,3400,3640,240
2723,1361000.000us,3640,3920,280
2724,1361500.000us,3400,3640,240
2725,1362000.000us,3640,3920,280
2726,1362500.000us,3680,3920,240
2727,1363000.000us,3680,3960,280
2728,1363500.000us,3560,3840,280
2729,1364000.000us,3560,3840,280
2730,1364500.000us,3560,3800,240
2731,1365000.000us,3560,3800,240
2732,1365500.000us,3240,3520,280
2733,1366000.000us,3240,3520,280
2734,1366500.000us,3200,3480,280
2735,1367000.000us,3200,3480,280
2736,1367500.000us,2960,3240,280
2737,1368000.000us,2960,3240,280
2738,1368500.000us,3040,3240,200
2739,1369000.000us,3040,3240,200
2740,1369500.000us,2960,3200,240
2741,1370000.000us,2960,3240,280
2742,1370500.000us,2960,3240,280
2743,1371000.000us,3040,3240,200
2744,1371500.000us,2960,3200,240
2745,1372000.000us,3000,3240,240
2746,1372500.000us,3000,3200,200
2747,1373000.000us,3000,3280,280
2748,1373500.000us,2960,3200,240
2749,1374000.000us,3000,3240,240
2750,1374500.000us,3000,3240,240
2751,1375000.000us,3040,3320,280
2752,1375500.000us,3000,3240,240
2753,1376000.000us,3040,3280,240
2754,1376500.000us,3040,3320,280
2755,1377000.000us,3120,3360,240
2756,1377500.000us,3040,3320,280
2757,1378000.000us,3040,3320,280
2758,1378500.000us,3080,3320,240
2759,1379000.000us,3360,3560,200
2760,1379500.000us,3080,3320,240
2761,1380000.000us,3360,3560,200
2762,1380500.000us,3400,3640,240
2763,1381000.000us,3640,3920,280
2764,1381500.000us,3400,3640,240
2765,1382000.000us,3600,3920,320
2766,1382500.000us,3680,3880,200
2767,1383000.000us,3680,3960,280
2768,1383500.000us,3600,3840,240
2769,1384000.000us,3600,3840,240
2770,1384500.000us,3560,3800,240
2771,1385000.000us,3560,3800,240
2772,1385500.000us,3240,3480,240
2773,1386000.000us,3240,3480,240
2774,1386500.000us,3200,3480,280
2775,1387000.000us,3200,3480,280
2776,1387500.000us,2960,3240,280
2777,1388000.000us,3000,3240,240
2778,1388500.000us,3000,3280,280
2779,1389000.000us,3040,3280,240
2780,1389500.000us,2920,3200,280
2781,1390000.000us,2920,3200,280
2782,1390500.000us,2960,3200,240
2783,1391000.000us,3040,3280,240
2784,1391500.000us,2960,3200,240
2785,1392000.000us,3000,3240,240
2786,1392500.000us,3000,3280,280
2787,1393000.000us,3040,3280,240
2788,1393500.000us,2960,3240,280
2789,1394000.000us,3000,3280,280
2790,1394500.000us,2960,3240,280
2791,1395000.000us,3080,3280,200
2792,1395500.000us,2960,3240,280
2793,1396000.000us,3080,3280,200
2794,1396500.000us,3080,3320,240
2795,1397000.000us,3120,3360,240
2796,1397500.000us,3040,3320,280
2797,1398000.000us,3120,3360,240
2798,1398500.000us,3120,3360,240
2799,1399000.000us,3360,3600,240
2800,1399500.000us,3120,3360,240
2801,1400000.000us,3360,3600,240
2802,1400500.000us,3400,3600,200
2803,1401000.000us,3680,3880,200
2804,1401500.000us,3400,3600,200
2805,1402000.000us,3680,3880,200
2806,1402500.000us,3680,3880,200
2807,1403000.000us,3680,3920,240
2808,1403500.000us,3600,3840,240
2809,1404000.000us,3600,3840,240
2810,1404500.000us,3560,3840,280
2811,1405000.000us,3560,3840,280
2812,1405500.000us,3200,3480,280
2813,1406000.000us,3200,3480,280
2814,1406500.000us,3200,3480,280
2815,1407000.000us,3200,3480,280
2816,1407500.000us,3000,3240,240
2817,1408000.000us,3000,3280,280
2818,1408500.000us,3000,3240,240
2819,1409000.000us,3040,3280,240
2820,1409500.000us,2960,3240,280
2821,1410000.000us,2960,3240,280
2822,1410500.000us,3000,3200,200
2823,1411000.000us,3040,3280,240
2824,1411500.000us,2960,3200,240
2825,1412000.000us,3040,3240,200
2826,1412500.000us,2960,3240,280
2827,1413000.000us,3040,3280,240
2828,1413500.000us,2960,3240,280
2829,1414000.000us,3000,3240,240
2830,1414500.000us,3000,3240,240
2831,1415000.000us,3080,3280,200
2832,1415500.000us,3000,3240,240
2833,1416000.000us,3040,3240,200
2834,1416500.000us,3040,3280,240
2835,1417000.000us,3120,3360,240
2836,1417500.000us,3040,3280,240
2837,1418000.000us,3080,3320,240
2838,1418500.000us,3120,3320,200
2839,1419000.000us,3320,3560,240
2840,1419500.000us,3080,3320,240
2841,1420000.000us,3320,3560,240
2842,1420500.000us,3400,3600,200
2843,1421000.000us,3680,3920,240
2844,1421500.000us,3400,3600,200
2845,1422000.000us,3680,3920,240
2846,1422500.000us,3680,3920,240
2847,1423000.000us,3680,3960,280
2848,1423500.000us,3600,3800,200
2849,1424000.000us,3600,3800,200
2850,1424500.000us,3520,3800,280
2851,1425000.000us,3520,3840,320
2852,1425500.000us,3240,3480,240
2853,1426000.000us,3240,3480,240
2854,1426500.000us,3200,3440,240
2855,1427000.000us,3200,3440,240
2856,1427500.000us,2960,3200,240
2857,1428000.000us,2960,3240,280
2858,1428500.000us,3000,3240,240
2859,1429000.000us,3000,3240,240
2860,1429500.000us,2960,3200,240
2861,1430000.000us,3000,3200,200
2862,1430500.000us,3040,3240,200
2863,1431000.000us,3040,3280,240
2864,1431500.000us,2960,3240,280
2865,1432000.000us,3000,3240,240
2866,1432500.000us,3000,3240,240
2867,1433000.000us,3040,3240,200
2868,1433500.000us,2960,3240,280
2869,1434000.000us,3000,3240,240
2870,1434500.000us,3000,3240,240
2871,1435000.000us,3040,3320,280
2872,1435500.000us,2960,3240,280
2873,1436000.000us,3000,3320,320
2874,1436500.000us,3040,3320,280
2875,1437000.000us,3080,3360,280
2876,1437500.000us,3040,3280,240
2877,1438000.000us,3080,3360,280
2878,1438500.000us,3120,3360,240
2879,1439000.000us,3280,3560,280
2880,1439500.000us,3080,3360,280
2881,1440000.000us,3280,3560,280
2882,1440500.000us,3360,3640,280
2883,1441000.000us,3640,3880,240
2884,1441500.000us,3360,3640,280
2885,1442000.000us,3640,3880,240
2886,1442500.000us,3680,3880,200
2887,1443000.000us,3720,3960,240
2888,1443500.000us,3600,3840,240
2889,1444000.000us,3600,3840,240
2890,1444500.000us,3560,3800,240
2891,1445000.000us,3560,3800,240
2892,1445500.000us,3240,3480,240
2893,1446000.000us,3240,3480,240
2894,1446500.000us,3240,3480,240
2895,1447000.000us,3240,3480,240
2896,1447500.000us,2960,3200,240
2897,1448000.000us,2960,3240,280
2898,1448500.000us,3040,3240,200
2899,1449000.000us,3040,3280,240
2900,1449500.000us,2960,3200,240
2901,1450000.000us,2960,3200,240
2902,1450500.000us,3000,3200,200
2903,1451000.000us,3000,3240,240
2904,1451500.000us,2960,3200,240
2905,1452000.000us,2960,3240,280
2906,1452500.000us,3000,3200,200
2907,1453000.000us,3040,3280,240
2908,1453500.000us,2960,3200,240
2909,1454000.000us,3000,3240,240
2910,1454500.000us,3000,3240,240
2911,1455000.000us,3080,3320,240
2912,1455500.000us,3000,3240,240
2913,1456000.000us,3040,3320,280
2914,1456500.000us,3040,3320,280
2915,1457000.000us,3120,3320,200
2916,1457500.000us,3040,3280,240
2917,1458000.000us,3120,3320,200
2918,1458500.000us,3080,3360,280
2919,1459000.000us,3320,3560,240
2920,1459500.000us,3080,3320,240
2921,1460000.000us,3320,3560,240
2922,1460500.000us,3360,3600,240
2923,1461000.000us,3640,3920,280
2924,1461500.000us,3360,3600,240
2925,1462000.000us,3640,3880,240
2926,1462500.000us,3680,3920,240
2927,1463000.000us,3720,3920,200
2928,1463500.000us,3600,3840,240
2929,1464000.000us,3600,3840,240
2930,1464500.000us,3520,3800,280
2931,1465000.000us,3520,3840,320
2932,1465500.000us,3240,3520,280
2933,1466000.000us,3240,3520,280
2934,1466500.000us,3200,3480,280
2935,1467000.000us,3200,3480,280
2936,1467500.000us,2960,3200,240
2937,1468000.000us,3000,3200,200
2938,1468500.000us,3000,3240,240
2939,1469000.000us,3040,3280,240
2940,1469500.000us,2960,3200,240
2941,1470000.000us,2960,3200,240
2942,1470500.000us,3040,3240,200
2943,1471000.000us,3040,3280,240
2944,1471500.000us,2960,3200,240
2945,1472000.000us,3000,3240,240
2946,1472500.000us,3000,3240,240
2947,1473000.000us,3040,3280,240
2948,1473500.000us,2960,3240,280
2949,1474000.000us,3040,3240,200
2950,1474500.000us,3000,3240,240
2951,1475000.000us,3080,3320,240
2952,1475500.000us,3000,3240,240
2953,1476000.000us,3040,3320,280
2954,1476500.000us,3040,3240,200
2955,1477000.000us,3120,3320,200
2956,1477500.000us,3040,3240,200
2957,1478000.000us,3120,3320,200
2958,1478500.000us,3120,3360,240
2959,1479000.000us,3360,3560,200
2960,1479500.000us,3120,3320,200
2961,1480000.000us,3360,3560,200
2962,1480500.000us,3360,3600,240
2963,1481000.000us,3680,3880,200
2964,1481500.000us,3360,3600,240
2965,1482000.000us,3640,3880,240
2966,1482500.000us,3680,3880,200
2967,1483000.000us,3680,3960,280
2968,1483500.000us,3600,3840,240
2969,1484000.000us,3600,3840,240
2970,1484500.000us,3600,3840,240
2971,1485000.000us,3600,3840,240
2972,1485500.000us,3240,3480,240
2973,1486000.000us,3240,3480,240
2974,1486500.000us,3200,3480,280
2975,1487000.000us,3200,3480,280
2976,1487500.000us,2960,3200,240
2977,1488000.000us,3000,3240,240
2978,1488500.000us,3000,3240,240
2979,1489000.000us,3040,3280,240
2980,1489500.000us,2960,3200,240
2981,1490000.000us,2960,3240,280
2982,1490500.000us,3000,3240,240
2983,1491000.000us,3000,3240,240
2984,1491500.000us,2960,3200,240
2985,1492000.000us,2960,3240,280
2986,1492500.000us,3000,3240,240
2987,1493000.000us,3040,3280,240
2988,1493500.000us,2960,3200,240
2989,1494000.000us,3040,3280,240
2990,1494500.000us,3000,3280,280
2991,1495000.000us,3080,3280,200
2992,1495500.000us,3000,3240,240
2993,1496000.000us,3040,3240,200
2994,1496500.000us,3040,3280,240
2995,1497000.000us,3120,3360,240
2996,1497500.000us,3040,3280,240
2997,1498000.000us,3120,3360,240
2998,1498500.000us,3120,3360,240
2999,1499000.000us,3320,3560,240
3000,1499500.000us,3080,3320,240
3001,1500000.000us,3320,3560,240
3002,1500500.000us,3360,3600,240
3003,1501000.000us,3640,3920,280
3004,1501500.000us,3360,3600,240
3005,1502000.000us,3640,3920,280
3006,1502500.000us,3640,3920,280
3007,1503000.000us,3720,3960,240
3008,1503500.000us,3600,3840,240
3009,1504000.000us,3600,3840,240
3010,1504500.000us,3520,3840,320
3011,1505000.000us,3520,3840,320
3012,1505500.000us,3240,3520,280
3013,1506000.000us,3240,3520,280
3014,1506500.000us,3200,3480,280
3015,1507000.000us,3200,3480,280
3016,1507500.000us,2960,3240,280
3017,1508000.000us,3000,3240,240
3018,1508500.000us,3000,3280,280
3019,1509000.000us,3000,3280,280
3020,1509500.000us,2960,3200,240
3021,1510000.000us,2960,3240,280
3022,1510500.000us,3000,3200,200
3023,1511000.000us,3040,3240,200
3024,1511500.000us,2960,3200,240
3025,1512000.000us,3000,3240,240
3026,1512500.000us,3000,3280,280
3027,1513000.000us,3040,3320,280
3028,1513500.000us,2960,3200,240
3029,1514000.000us,3000,3240,240
3030,1514500.000us,3040,3280,240
3031,1515000.000us,3080,3320,240
3032,1515500.000us,3000,3280,280
3033,1516000.000us,3000,3280,280
3034,1516500.000us,3040,3320,280
3035,1517000.000us,3120,3360,240
3036,1517500.000us,3040,3280,240
3037,1518000.000us,3120,3320,200
3038,1518500.000us,3120,3320,200
3039,1519000.000us,3320,3600,280
3040,1519500.000us,3080,3320,240
,1520000.000us,3320,3600,280
