time	V(N016,N024)	V(N048,out_1)	V(N074,N084)
3.119524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469838e-02
3.129524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468161e-02
3.139524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469837e-02
3.149524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468161e-02
3.159524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469837e-02
3.169524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468162e-02
3.179524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469836e-02
3.189524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468163e-02
3.199524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469835e-02
3.209524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468164e-02
3.219524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469834e-02
3.229524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468164e-02
3.239524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469833e-02
3.249524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468165e-02
3.259524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469833e-02
3.269524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468166e-02
3.279524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469832e-02
3.289524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468167e-02
3.299524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469832e-02
3.309524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468167e-02
3.319524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469831e-02
3.329524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468168e-02
3.339524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469830e-02
3.349524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468168e-02
3.359524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469830e-02
3.369524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468169e-02
3.379524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469829e-02
3.389524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468170e-02
3.399524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469828e-02
3.409524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468171e-02
3.419524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469828e-02
3.429524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468171e-02
3.439524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469827e-02
3.449524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468172e-02
3.459524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469826e-02
3.469524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468172e-02
3.479524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469826e-02
3.489524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468173e-02
3.499524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469825e-02
3.509524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468173e-02
3.519524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469825e-02
3.529524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468174e-02
3.539524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469824e-02
3.549524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468175e-02
3.559524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469824e-02
3.569524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468175e-02
3.579524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469823e-02
3.589524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468176e-02
3.599524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469822e-02
3.609524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468176e-02
3.619524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469822e-02
3.629524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468177e-02
3.639524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469821e-02
3.649524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468177e-02
3.659524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469821e-02
3.669524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468178e-02
3.679524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469820e-02
3.689524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468178e-02
3.699524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469820e-02
3.709524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468179e-02
3.719524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469819e-02
3.729524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468179e-02
3.739524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469819e-02
3.749524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468180e-02
3.759524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469818e-02
3.769524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468180e-02
3.779524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469818e-02
3.789524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468181e-02
3.799524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469817e-02
3.809524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468182e-02
3.819524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469817e-02
3.829524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468182e-02
3.839524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469816e-02
3.849524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468182e-02
3.859524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469816e-02
3.869524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468183e-02
3.879524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469815e-02
3.889524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468183e-02
3.899524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469815e-02
3.909524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468184e-02
3.919524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469815e-02
3.929524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468184e-02
3.939524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469814e-02
3.949524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468185e-02
3.959524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469814e-02
3.969524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468185e-02
3.979524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469813e-02
3.989524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468185e-02
3.999524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469813e-02
4.009524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468186e-02
4.019524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469813e-02
4.029524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468186e-02
4.039524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469812e-02
4.049524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468187e-02
4.059524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469812e-02
4.069524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468187e-02
4.079524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469811e-02
4.089524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468188e-02
4.099524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469811e-02
4.109524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468188e-02
4.119524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469810e-02
4.129524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468188e-02
4.139524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469810e-02
4.149524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468189e-02
4.159524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469810e-02
4.169524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468189e-02
4.179524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469809e-02
4.189524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468189e-02
4.199524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469809e-02
4.209524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468190e-02
4.219524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469809e-02
4.229524994354072e-03	-4.469204e-02	-4.469728e-02	-4.468190e-02
4.239524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469808e-02
4.249524994354071e-03	-4.469252e-02	-4.469728e-02	-4.468190e-02
4.259524994354072e-03	-4.469013e-02	-4.468441e-02	-4.469808e-02
4.269524994354072e-03	-4.469252e-02	-4.469728e-02	-4.468191e-02
4.279524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469808e-02
4.289524994354072e-03	-4.469252e-02	-4.469728e-02	-4.468191e-02
4.299524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469807e-02
4.309524994354072e-03	-4.469252e-02	-4.469728e-02	-4.468191e-02
4.319524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469807e-02
4.329524994354072e-03	-4.469252e-02	-4.469728e-02	-4.468192e-02
4.339524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469807e-02
4.349524994354072e-03	-4.469252e-02	-4.469728e-02	-4.468192e-02
4.359524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469806e-02
4.369524994354072e-03	-4.469252e-02	-4.469728e-02	-4.468192e-02
4.379524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469806e-02
4.389524994354072e-03	-4.469252e-02	-4.469728e-02	-4.468193e-02
4.399524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469806e-02
4.409524994354072e-03	-4.469252e-02	-4.469728e-02	-4.468193e-02
4.419524994354071e-03	-4.469013e-02	-4.468465e-02	-4.469805e-02
4.429524994354072e-03	-4.469252e-02	-4.469728e-02	-4.468193e-02
4.439524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469805e-02
4.449524994354072e-03	-4.469252e-02	-4.469728e-02	-4.468193e-02
4.459524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469805e-02
4.469524994354072e-03	-4.469252e-02	-4.469728e-02	-4.468194e-02
4.479524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469805e-02
4.489524994354072e-03	-4.469252e-02	-4.469728e-02	-4.468194e-02
4.499524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469804e-02
4.509524994354072e-03	-4.469252e-02	-4.469728e-02	-4.468195e-02
4.519524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469804e-02
4.529524994354072e-03	-4.469252e-02	-4.469728e-02	-4.468195e-02
4.539524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469803e-02
4.549524994354072e-03	-4.469252e-02	-4.469728e-02	-4.468195e-02
4.559524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469803e-02
4.569524994354071e-03	-4.469252e-02	-4.469705e-02	-4.468195e-02
4.579524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469803e-02
4.589524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468196e-02
4.599524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469803e-02
4.609524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468196e-02
4.619524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469802e-02
4.629524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468196e-02
4.639524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469802e-02
4.649524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468197e-02
4.659524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469802e-02
4.669524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468197e-02
4.679524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469802e-02
4.689524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468197e-02
4.699524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469801e-02
4.709524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468197e-02
4.719524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469801e-02
4.729524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468198e-02
4.739524994354071e-03	-4.469013e-02	-4.468465e-02	-4.469801e-02
4.749524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468198e-02
4.759524994354072e-03	-4.469013e-02	-4.468465e-02	-4.469801e-02
4.769524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468198e-02
4.779524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469800e-02
4.789524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468198e-02
4.799524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469800e-02
4.809524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468198e-02
4.819524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469800e-02
4.829524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468199e-02
4.839524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469800e-02
4.849524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468199e-02
4.859524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469800e-02
4.869524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468199e-02
4.879524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469799e-02
4.889524994354071e-03	-4.469252e-02	-4.469705e-02	-4.468199e-02
4.899524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469799e-02
4.909524994354071e-03	-4.469252e-02	-4.469705e-02	-4.468200e-02
4.919524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469799e-02
4.929524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468200e-02
4.939524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469799e-02
4.949524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468200e-02
4.959524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469798e-02
4.969524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468200e-02
4.979524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469798e-02
4.989524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468200e-02
4.999524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469798e-02
5.009524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468201e-02
5.019524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469798e-02
5.029524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468201e-02
5.039524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469798e-02
5.049524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468201e-02
5.059524994354071e-03	-4.468966e-02	-4.468465e-02	-4.469797e-02
5.069524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468201e-02
5.079524994354071e-03	-4.468966e-02	-4.468465e-02	-4.469797e-02
5.089524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468201e-02
5.099524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469797e-02
5.109524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468201e-02
5.119524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469797e-02
5.129524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468202e-02
5.139524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469797e-02
5.149524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468202e-02
5.159524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469797e-02
5.169524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468202e-02
5.179524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469796e-02
5.189524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468202e-02
5.199524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469796e-02
5.209524994354071e-03	-4.469252e-02	-4.469705e-02	-4.468202e-02
5.219524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469796e-02
5.229524994354071e-03	-4.469252e-02	-4.469705e-02	-4.468203e-02
5.239524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469796e-02
5.249524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468203e-02
5.259524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469796e-02
5.269524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468203e-02
5.279524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469796e-02
5.289524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468203e-02
5.299524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469795e-02
5.309524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468203e-02
5.319524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469795e-02
5.329524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468203e-02
5.339524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469795e-02
5.349524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468204e-02
5.359524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469795e-02
5.369524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468204e-02
5.379524994354071e-03	-4.468966e-02	-4.468465e-02	-4.469795e-02
5.389524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468204e-02
5.399524994354071e-03	-4.468966e-02	-4.468465e-02	-4.469795e-02
5.409524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468204e-02
5.419524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469794e-02
5.429524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468204e-02
5.439524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469794e-02
5.449524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468204e-02
5.459524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469794e-02
5.469524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468204e-02
5.479524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469794e-02
5.489524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468205e-02
5.499524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469794e-02
5.509524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468205e-02
5.519524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469794e-02
5.529524994354071e-03	-4.469252e-02	-4.469705e-02	-4.468205e-02
5.539524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469794e-02
5.549524994354071e-03	-4.469252e-02	-4.469705e-02	-4.468205e-02
5.559524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469793e-02
5.569524994354071e-03	-4.469252e-02	-4.469705e-02	-4.468205e-02
5.579524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469793e-02
5.589524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468205e-02
5.599524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469793e-02
5.609524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468205e-02
5.619524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469793e-02
5.629524994354072e-03	-4.469252e-02	-4.469705e-02	-4.468206e-02
5.639524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469793e-02
5.649524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468206e-02
5.659524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469793e-02
5.669524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468206e-02
5.679524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469793e-02
5.689524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468206e-02
5.699524994354071e-03	-4.468966e-02	-4.468465e-02	-4.469793e-02
5.709524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468206e-02
5.719524994354071e-03	-4.468966e-02	-4.468465e-02	-4.469792e-02
5.729524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468206e-02
5.739524994354071e-03	-4.468966e-02	-4.468465e-02	-4.469792e-02
5.749524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468206e-02
5.759524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469792e-02
5.769524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468206e-02
5.779524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469792e-02
5.789524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468206e-02
5.799524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469792e-02
5.809524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468207e-02
5.819524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469792e-02
5.829524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468207e-02
5.839524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469792e-02
5.849524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468207e-02
5.859524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469792e-02
5.869524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468207e-02
5.879524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469792e-02
5.889524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468207e-02
5.899524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469791e-02
5.909524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468207e-02
5.919524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469791e-02
5.929524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468207e-02
5.939524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469791e-02
5.949524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468207e-02
5.959524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469791e-02
5.969524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468207e-02
5.979524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469791e-02
5.989524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468208e-02
5.999524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469791e-02
6.009524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468208e-02
6.019524994354071e-03	-4.468966e-02	-4.468465e-02	-4.469791e-02
6.029524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468208e-02
6.039524994354071e-03	-4.468966e-02	-4.468465e-02	-4.469791e-02
6.049524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468208e-02
6.059524994354071e-03	-4.468966e-02	-4.468465e-02	-4.469791e-02
6.069524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468208e-02
6.079524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469791e-02
6.089524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468208e-02
6.099524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469790e-02
6.109524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468208e-02
6.119524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469790e-02
6.129524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468208e-02
6.139524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469790e-02
6.149524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468208e-02
6.159524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469790e-02
6.169524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468208e-02
6.179524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469790e-02
6.189524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468209e-02
6.199524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469790e-02
6.209524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468209e-02
6.219524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469790e-02
6.229524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468209e-02
6.239524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469790e-02
6.249524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468209e-02
6.259524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469790e-02
6.269524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468209e-02
6.279524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469790e-02
6.289524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468209e-02
6.299524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469790e-02
6.309524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468209e-02
6.319524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469789e-02
6.329524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468209e-02
6.339524994354071e-03	-4.468966e-02	-4.468465e-02	-4.469789e-02
6.349524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468209e-02
6.359524994354071e-03	-4.468966e-02	-4.468465e-02	-4.469789e-02
6.369524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468209e-02
6.379524994354071e-03	-4.468966e-02	-4.468465e-02	-4.469789e-02
6.389524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468209e-02
6.399524994354071e-03	-4.468966e-02	-4.468465e-02	-4.469789e-02
6.409524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468209e-02
6.419524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469789e-02
6.429524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468209e-02
6.439524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469789e-02
6.449524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468210e-02
6.459524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469789e-02
6.469524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468210e-02
6.479524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469789e-02
6.489524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468210e-02
6.499524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469789e-02
6.509524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468210e-02
6.519524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469789e-02
6.529524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468210e-02
6.539524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469789e-02
6.549524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468210e-02
6.559524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469789e-02
6.569524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468210e-02
6.579524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469789e-02
6.589524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468210e-02
6.599524994354072e-03	-4.468966e-02	-4.468465e-02	-4.469788e-02
6.609524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468210e-02
