time	I(Cij)
7.518437099825824e-05	-3.330715e-03
9.744807574633594e-05	-3.329637e-03
1.197117804944136e-04	-3.328630e-03
1.419754852424913e-04	-3.327696e-03
1.642391899905691e-04	-3.326833e-03
1.865028947386467e-04	-3.326042e-03
3.354863629450461e-04	-3.321150e-03
6.139349485114087e-04	-3.315688e-03
9.216251646640157e-04	-3.312305e-03
1.314482464725932e-03	-3.310425e-03
1.766963362733840e-03	-3.310341e-03
2.433263090644825e-03	-3.336963e-03
3.344749088867174e-03	-3.763996e-03
4.344749088867173e-03	-6.085328e-03
5.344749088867173e-03	-1.120265e-02
6.344749088867173e-03	-1.777510e-02
7.344749088867173e-03	-2.387125e-02
8.344749088867174e-03	-2.853275e-02
9.344749088867173e-03	-3.171366e-02
1.000000000000000e-02	-3.313345e-02
1.000000000100000e-02	-3.313345e-02
1.000000000200000e-02	-3.313372e-02
1.000000000286331e-02	-3.313372e-02
1.000000000867533e-02	-3.313372e-02
1.000000001448735e-02	-3.313372e-02
1.000000002029937e-02	-3.313373e-02
1.000000002611139e-02	-3.313373e-02
1.000000003192341e-02	-3.313373e-02
1.000000003773543e-02	-3.313373e-02
1.000000004354745e-02	-3.313373e-02
1.000000008120876e-02	-3.313373e-02
1.000000015653136e-02	-3.313375e-02
1.000000030717658e-02	-3.313383e-02
1.000000037594193e-02	-3.313410e-02
1.000000042366839e-02	-3.313420e-02
1.000000044464988e-02	-3.313421e-02
1.000000047155733e-02	-3.313421e-02
1.000000050120701e-02	-3.313422e-02
1.000000055842166e-02	-3.313422e-02
1.000000121940967e-02	-3.313423e-02
1.000000188039769e-02	-3.313426e-02
1.000000254138570e-02	-3.313432e-02
1.000000320237371e-02	-3.313440e-02
1.000000386336172e-02	-3.313450e-02
1.000000452434974e-02	-3.313463e-02
1.000000518533775e-02	-3.313478e-02
1.000000830181956e-02	-3.313563e-02
1.000001453478318e-02	-3.313711e-02
1.000002700071042e-02	-3.313729e-02
1.000005193256491e-02	-3.313884e-02
1.000008968340284e-02	-3.314343e-02
1.000014941776071e-02	-3.314720e-02
1.000021462090834e-02	-3.315511e-02
1.000027225601163e-02	-3.315900e-02
1.000032347614538e-02	-3.316559e-02
1.000037101993608e-02	-3.316911e-02
1.000041580528249e-02	-3.317423e-02
1.000045844890264e-02	-3.317835e-02
1.000049967985358e-02	-3.318181e-02
1.000054328462760e-02	-3.318714e-02
1.000058363745342e-02	-3.318951e-02
1.000062433787062e-02	-3.319499e-02
1.000066324997090e-02	-3.319709e-02
1.000070312907349e-02	-3.320191e-02
1.000074217139198e-02	-3.320485e-02
1.000078099867135e-02	-3.320827e-02
1.000082041220776e-02	-3.321242e-02
1.000085834490818e-02	-3.321452e-02
1.000090153337777e-02	-3.321970e-02
1.000094353340474e-02	-3.322168e-02
1.000098953667437e-02	-3.322686e-02
1.000103593998057e-02	-3.322956e-02
1.000108810124244e-02	-3.323433e-02
1.000114355042449e-02	-3.323844e-02
1.000120801581391e-02	-3.324310e-02
1.000128056396581e-02	-3.324900e-02
1.000136930564486e-02	-3.325449e-02
1.000147655731329e-02	-3.326287e-02
1.000161719967614e-02	-3.327086e-02
1.000180211916993e-02	-3.328336e-02
1.000206603716867e-02	-3.329649e-02
1.000234235342145e-02	-3.331086e-02
1.000265907871252e-02	-3.332160e-02
1.000294981019360e-02	-3.333134e-02
1.000333867590692e-02	-3.333644e-02
1.000375934392294e-02	-3.333879e-02
1.000430395470668e-02	-3.332901e-02
1.000490252543228e-02	-3.330953e-02
1.000585796953308e-02	-3.251063e-02
1.000702583566101e-02	-2.863736e-02
1.000814591197714e-02	-2.242763e-02
1.000880752885523e-02	-1.855336e-02
1.000964958899635e-02	-1.418880e-02
1.001059778445602e-02	-1.039689e-02
1.001183831932269e-02	-7.152222e-03
1.001262620071463e-02	-5.866399e-03
1.001334369773797e-02	-5.060027e-03
1.001415940463611e-02	-4.445659e-03
1.001499724467547e-02	-4.036997e-03
1.001581120690080e-02	-3.785993e-03
1.001684765436247e-02	-3.590481e-03
1.001794980699848e-02	-3.477787e-03
1.001949664340608e-02	-3.398797e-03
1.002130009416957e-02	-3.364336e-03
1.002419764227839e-02	-3.345943e-03
1.002728079024314e-02	-3.343139e-03
1.003015210414900e-02	-3.340193e-03
1.003323833500879e-02	-3.340451e-03
1.003610368911119e-02	-3.338062e-03
1.003914684299019e-02	-3.338479e-03
1.004207749093902e-02	-3.334988e-03
1.004519640205185e-02	-3.332010e-03
1.004827712424657e-02	-3.325048e-03
1.005155628729794e-02	-3.320266e-03
1.005503422390396e-02	-3.313035e-03
1.005927549619573e-02	-3.309027e-03
1.006227997286414e-02	-3.305039e-03
1.006484584502641e-02	-3.304816e-03
1.006751640746327e-02	-3.302259e-03
1.007044300009511e-02	-3.302737e-03
1.007312869091707e-02	-3.300820e-03
1.007579975232590e-02	-3.301813e-03
1.007833690981141e-02	-3.300206e-03
1.008093267135353e-02	-3.301393e-03
1.008346130501700e-02	-3.299917e-03
1.008603101333892e-02	-3.301188e-03
1.008854928205148e-02	-3.299775e-03
1.009110006061312e-02	-3.301082e-03
1.009361487014389e-02	-3.299701e-03
1.009615825647289e-02	-3.301022e-03
1.009873046363355e-02	-3.299658e-03
1.010187392855078e-02	-3.300980e-03
1.010539463219606e-02	-3.299623e-03
1.010991953542038e-02	-3.300943e-03
1.011537236471699e-02	-3.299588e-03
1.012294941541521e-02	-3.300902e-03
1.013361580687965e-02	-3.299541e-03
1.015153012403408e-02	-3.300841e-03
1.018650017657430e-02	-3.299459e-03
1.023190002437960e-02	-3.300756e-03
1.027882825677437e-02	-3.299400e-03
1.032532347296895e-02	-3.300721e-03
1.039039247236919e-02	-3.299376e-03
1.049437592877382e-02	-3.300700e-03
1.064007484529685e-02	-3.299359e-03
1.084866252816623e-02	-3.300685e-03
1.113874466893135e-02	-3.299340e-03
1.146726205803382e-02	-3.300637e-03
1.164097845840899e-02	-3.299232e-03
1.175698136831304e-02	-3.300450e-03
1.184293549745774e-02	-3.298953e-03
1.191762418856793e-02	-3.300037e-03
1.197450254795940e-02	-3.298372e-03
1.200466800809726e-02	-3.299398e-03
1.202197722795107e-02	-3.297782e-03
1.203213415127563e-02	-3.298829e-03
1.203807777533292e-02	-3.297214e-03
1.204156331264782e-02	-3.298152e-03
1.204322057392626e-02	-3.296334e-03
1.204424281460316e-02	-3.289341e-03
1.204477616014772e-02	-3.279342e-03
1.204530815850759e-02	-3.273252e-03
1.204581767377834e-02	-3.268596e-03
1.204642146546119e-02	-3.264880e-03
1.204730993197679e-02	-3.259898e-03
1.204858342204863e-02	-3.254418e-03
1.205033410691327e-02	-3.246797e-03
1.205316262141904e-02	-3.235465e-03
1.205662538050137e-02	-3.221135e-03
1.206041206289393e-02	-3.206214e-03
1.206474156462932e-02	-3.188789e-03
1.207008639302273e-02	-3.168190e-03
1.207686726377777e-02	-3.141916e-03
1.208580088569588e-02	-3.108715e-03
1.209830985102061e-02	-3.063031e-03
1.211788745977287e-02	-2.995480e-03
1.215704267727740e-02	-2.870584e-03
1.223535311228645e-02	-2.659967e-03
1.232708546994309e-02	-2.467393e-03
1.240490057390425e-02	-2.342187e-03
1.247686597245812e-02	-2.250529e-03
1.254919007390625e-02	-2.178350e-03
1.262388720848518e-02	-2.119765e-03
1.272127897789796e-02	-2.063468e-03
1.282417653576393e-02	-2.021525e-03
1.293359159918063e-02	-1.991805e-03
1.303505722940564e-02	-1.972907e-03
1.314010107034990e-02	-1.960129e-03
1.324317272631852e-02	-1.951289e-03
1.335168029139470e-02	-1.945536e-03
1.346078596679456e-02	-1.941307e-03
1.357659377519776e-02	-1.938844e-03
1.369704676284006e-02	-1.936793e-03
1.384282641755535e-02	-1.935757e-03
1.401519818316332e-02	-1.934668e-03
1.424288939643551e-02	-1.934428e-03
1.454254601657229e-02	-1.933935e-03
1.497769547247666e-02	-1.934128e-03
1.542642149713054e-02	-1.933865e-03
1.595637544041168e-02	-1.934130e-03
1.659225336234846e-02	-1.933870e-03
1.749386309017482e-02	-1.934133e-03
1.849386309017482e-02	-1.933871e-03
1.949386309017482e-02	-1.934133e-03
2.000000000000000e-02	-1.933871e-03
