time	V(out_pos,out_neg)	I(R1)	I(Vcell12)	I(Vcell22)
1.736484918402673e-03	3.299640e+00	4.178703e-06	-1.654254e-03	-4.202210e-08
1.746484918402673e-03	3.299640e+00	4.176040e-06	-1.653742e-03	-2.630968e-07
1.756484918402673e-03	3.299640e+00	4.173437e-06	-1.654248e-03	-4.682924e-08
1.766484918402673e-03	3.299640e+00	4.170893e-06	-1.653737e-03	-2.677664e-07
1.776484918402673e-03	3.299640e+00	4.168407e-06	-1.654243e-03	-5.143068e-08
1.786484918402673e-03	3.299640e+00	4.165976e-06	-1.653732e-03	-2.722348e-07
1.796484918402673e-03	3.299640e+00	4.163601e-06	-1.654239e-03	-5.583499e-08
1.806484918402673e-03	3.299640e+00	4.161279e-06	-1.653727e-03	-2.765101e-07
1.816484918402673e-03	3.299640e+00	4.159009e-06	-1.654234e-03	-6.005044e-08
1.826484918402673e-03	3.299640e+00	4.156791e-06	-1.653723e-03	-2.806007e-07
1.836484918402673e-03	3.299640e+00	4.154622e-06	-1.654230e-03	-6.408495e-08
1.846484918402673e-03	3.299640e+00	4.152502e-06	-1.653719e-03	-2.845141e-07
1.856484918402673e-03	3.299640e+00	4.150429e-06	-1.654226e-03	-6.794616e-08
1.866484918402673e-03	3.299640e+00	4.148403e-06	-1.653715e-03	-2.882580e-07
1.876484918402673e-03	3.299640e+00	4.146422e-06	-1.654222e-03	-7.164140e-08
1.886484918402673e-03	3.299641e+00	4.144486e-06	-1.653711e-03	-2.918395e-07
1.896484918402673e-03	3.299641e+00	4.142592e-06	-1.654218e-03	-7.517769e-08
1.906484918402673e-03	3.299641e+00	4.140741e-06	-1.653707e-03	-2.952654e-07
1.916484918402673e-03	3.299641e+00	4.138931e-06	-1.654214e-03	-7.856179e-08
1.926484918402673e-03	3.299641e+00	4.137162e-06	-1.653703e-03	-2.985425e-07
1.936484918402673e-03	3.299641e+00	4.135432e-06	-1.654211e-03	-8.180019e-08
1.946484918402673e-03	3.299641e+00	4.133741e-06	-1.653700e-03	-3.016769e-07
1.956484918402673e-03	3.299641e+00	4.132087e-06	-1.654208e-03	-8.489909e-08
1.966484918402673e-03	3.299641e+00	4.130470e-06	-1.653697e-03	-3.046750e-07
1.976484918402673e-03	3.299641e+00	4.128889e-06	-1.654204e-03	-8.786448e-08
1.986484918402673e-03	3.299641e+00	4.127343e-06	-1.653694e-03	-3.075424e-07
1.996484918402673e-03	3.299641e+00	4.125832e-06	-1.654201e-03	-9.070205e-08
2.006484918402673e-03	3.299641e+00	4.124354e-06	-1.653691e-03	-3.102848e-07
2.016484918402673e-03	3.299641e+00	4.122909e-06	-1.654199e-03	-9.341730e-08
2.026484918402673e-03	3.299641e+00	4.121496e-06	-1.653688e-03	-3.129075e-07
2.036484918402673e-03	3.299641e+00	4.120114e-06	-1.654196e-03	-9.601548e-08
2.046484918402673e-03	3.299641e+00	4.118763e-06	-1.653685e-03	-3.154157e-07
